Region,Province,City/Municipality,Head Office,Regular,Micro-finance Oriented,Branch-lite Unit
Region II (Cagayan Valley),Quirino,Saguday,1,0,0,0
Region III (Central Luzon),Aurora,Baler,1,8,0,3
Region III (Central Luzon),Aurora,Casiguran,1,1,1,0
Region III (Central Luzon),Aurora,Dilasag,0,1,0,0
Region III (Central Luzon),Aurora,Dinalungan,0,0,0,0
Region III (Central Luzon),Aurora,Dingalan,0,2,0,0
Region III (Central Luzon),Aurora,Dipaculao,0,1,0,0
Region III (Central Luzon),Aurora,Maria Aurora,1,2,0,0
Region III (Central Luzon),Aurora,San Luis,1,1,0,0
Region III (Central Luzon),Bataan,Abucay,1,1,0,1
Region III (Central Luzon),Bataan,Bagac,1,0,0,1
Region III (Central Luzon),Bataan,Balanga (City/Capital),3,30,0,5
Region III (Central Luzon),Bataan,Dinalupihan,0,11,0,6
Region III (Central Luzon),Bataan,Hermosa,1,1,0,1
Region III (Central Luzon),Bataan,Limay,1,6,0,1
Region III (Central Luzon),Bataan,Mariveles,0,9,0,3
Region III (Central Luzon),Bataan,Morong,0,0,0,1
Region III (Central Luzon),Bataan,Orani,1,6,0,3
Region III (Central Luzon),Bataan,Orion,0,3,0,2
Region III (Central Luzon),Bataan,Pilar,1,0,0,1
Region III (Central Luzon),Bataan,Samal,0,1,0,1
Region III (Central Luzon),Bulacan,Angat,1,2,0,1
Region III (Central Luzon),Bulacan,Balagtas (Bigaa),2,13,0,0
Region III (Central Luzon),Bulacan,Baliuag,1,35,1,3
Region III (Central Luzon),Bulacan,Bocaue,1,12,0,2
Region III (Central Luzon),Bulacan,Bulacan,0,3,0,0
Region III (Central Luzon),Bulacan,Bustos,0,5,0,1
Region III (Central Luzon),Bulacan,Calumpit,0,1,0,1
Region III (Central Luzon),Bulacan,Dona Remedios Trinidad,1,0,0,0
Region III (Central Luzon),Bulacan,Guiguinto,0,13,0,4
Region III (Central Luzon),Bulacan,Hagonoy,0,4,0,3
Region III (Central Luzon),Bulacan,Malolos (City/Capital),1,37,1,4
Region III (Central Luzon),Bulacan,Marilao,0,11,0,3
Region III (Central Luzon),Bulacan,Meycauayan City,2,31,0,5
Region III (Central Luzon),Bulacan,Norzagaray,0,6,0,3
Region III (Central Luzon),Bulacan,Obando,0,3,0,1
Region III (Central Luzon),Bulacan,Pandi,1,5,0,0
Region III (Central Luzon),Bulacan,Paombong,0,1,0,1
Region III (Central Luzon),Bulacan,Plaridel,0,16,0,3
Region III (Central Luzon),Bulacan,Pulilan,0,9,0,3
Region III (Central Luzon),Bulacan,San Ildefonso,0,7,0,2
Region III (Central Luzon),Bulacan,San Jose Del Monte City,1,30,0,4
Region III (Central Luzon),Bulacan,San Miguel,0,9,0,3
Region III (Central Luzon),Bulacan,San Rafael,1,5,0,1
Region III (Central Luzon),Bulacan,Santa Maria,2,27,0,4
Region III (Central Luzon),Nueva Ecija,Aliaga,1,1,0,1
Region III (Central Luzon),Nueva Ecija,Bongabon,0,4,0,1
Region III (Central Luzon),Nueva Ecija,Cabanatuan (City),3,59,0,3
Region III (Central Luzon),Nueva Ecija,Cabiao,1,5,0,0
Region III (Central Luzon),Nueva Ecija,Carranglan,0,1,0,0
Region III (Central Luzon),Nueva Ecija,Cuyapo,1,2,0,2
Region III (Central Luzon),Nueva Ecija,Gabaldon (Bitulok & Sabani),0,1,0,0
Region III (Central Luzon),Nueva Ecija,Gapan City,0,20,0,3
Region III (Central Luzon),Nueva Ecija,Gen Tinio (Papaya),1,3,0,1
Region III (Central Luzon),Nueva Ecija,Gen. Mamerto Natividad,1,0,0,0
Region III (Central Luzon),Nueva Ecija,Guimba,0,10,0,2
Region III (Central Luzon),Nueva Ecija,Jaen,1,1,0,1
Region III (Central Luzon),Nueva Ecija,Laur,0,1,0,1
Region III (Central Luzon),Nueva Ecija,Licab,0,1,0,0
Region III (Central Luzon),Nueva Ecija,Llanera,0,2,0,0
Region III (Central Luzon),Nueva Ecija,Lupao,1,2,0,0
Region III (Central Luzon),Nueva Ecija,Nampicuan,0,1,0,0
Region III (Central Luzon),Nueva Ecija,Palayan (City/Capital),0,4,0,0
Region III (Central Luzon),Nueva Ecija,Pantabangan,0,2,0,0
Region III (Central Luzon),Nueva Ecija,Penaranda,0,2,0,0
Region III (Central Luzon),Nueva Ecija,Quezon,1,1,0,0
Region III (Central Luzon),Nueva Ecija,Rizal,0,5,0,1
Region III (Central Luzon),Nueva Ecija,San Antonio,1,3,0,0
Region III (Central Luzon),Nueva Ecija,San Isidro,0,3,0,0
Region III (Central Luzon),Nueva Ecija,San Jose City,0,19,0,1
Region III (Central Luzon),Nueva Ecija,San Leonardo,1,2,0,1
Region III (Central Luzon),Nueva Ecija,Santa Rosa,0,6,0,1
Region III (Central Luzon),Nueva Ecija,Santo Domingo,0,5,0,0
Region III (Central Luzon),Nueva Ecija,Science City Of Munoz,0,8,0,0
Region III (Central Luzon),Nueva Ecija,Talavera,0,8,0,2
Region III (Central Luzon),Nueva Ecija,Talugtog,1,1,0,1
Region III (Central Luzon),Nueva Ecija,Zaragoza,0,5,0,1
Region III (Central Luzon),Pampanga,Angeles (City),2,97,1,7
Region III (Central Luzon),Pampanga,Apalit,2,12,0,3
Region III (Central Luzon),Pampanga,Arayat,0,5,0,3
Region III (Central Luzon),Pampanga,Bacolor,0,0,0,0
Region III (Central Luzon),Pampanga,Candaba,0,1,0,0
Region III (Central Luzon),Pampanga,Floridablanca,0,6,0,2
Region III (Central Luzon),Pampanga,Guagua,3,15,0,2
Region III (Central Luzon),Pampanga,Lubao,1,9,0,2
Region III (Central Luzon),Pampanga,Mabalacat City,1,25,0,3
Region III (Central Luzon),Pampanga,Macabebe,0,3,0,2
Region III (Central Luzon),Pampanga,Magalang,1,5,0,2
Region III (Central Luzon),Pampanga,Masantol,1,1,0,1
Region III (Central Luzon),Pampanga,Mexico,1,3,0,0
Region III (Central Luzon),Pampanga,Minalin,0,1,0,0
Region III (Central Luzon),Pampanga,Porac,0,5,0,1
Region III (Central Luzon),Pampanga,San Fernando (City/Capital),3,89,1,5
Region III (Central Luzon),Pampanga,San Luis,1,1,0,0
Region III (Central Luzon),Pampanga,San Simon,1,0,0,1
Region III (Central Luzon),Pampanga,Santa Ana,0,4,0,4
Region III (Central Luzon),Pampanga,Santa Rita,0,3,0,0
Region III (Central Luzon),Pampanga,Santo Tomas,0,1,0,0
Region III (Central Luzon),Pampanga,Sasmuan (Sexmoan),1,0,0,0
Region III (Central Luzon),Tarlac,Anao,0,1,0,0
Region III (Central Luzon),Tarlac,Bamban,0,2,0,0
Region III (Central Luzon),Tarlac,Camiling,1,9,0,3
Region III (Central Luzon),Tarlac,Capas,0,10,0,3
Region III (Central Luzon),Tarlac,Concepcion,0,10,0,4
Region III (Central Luzon),Tarlac,Gerona,1,3,0,1
Region III (Central Luzon),Tarlac,La Paz,1,1,0,1
Region III (Central Luzon),Tarlac,Mayantoc,0,0,0,0
Region III (Central Luzon),Tarlac,Moncada,0,2,0,2
Region III (Central Luzon),Tarlac,Paniqui,1,12,0,5
Region III (Central Luzon),Tarlac,Pura,1,0,0,0
Region III (Central Luzon),Tarlac,Ramos,0,1,0,0
Region III (Central Luzon),Tarlac,San Clemente,0,1,0,1
Region III (Central Luzon),Tarlac,San Jose,0,1,0,0
Region III (Central Luzon),Tarlac,San Manuel,0,1,0,0
Region III (Central Luzon),Tarlac,Santa Ignacia,1,1,0,1
Region III (Central Luzon),Tarlac,Tarlac (City/Capital),1,56,1,5
Region III (Central Luzon),Tarlac,Victoria,1,2,0,1
Region III (Central Luzon),Zambales,Botolan,1,1,0,0
Region III (Central Luzon),Zambales,Cabangan,1,0,0,1
Region III (Central Luzon),Zambales,Candelaria,1,0,0,0
Region III (Central Luzon),Zambales,Castillejos,0,4,0,1
Region III (Central Luzon),Zambales,Iba (Capital),1,11,1,1
Region III (Central Luzon),Zambales,Masinloc,0,1,0,1
Region III (Central Luzon),Zambales,Olongapo (City),2,47,0,3
Region III (Central Luzon),Zambales,Palauig,1,0,0,1
Region III (Central Luzon),Zambales,San Antonio,0,2,0,2
Region III (Central Luzon),Zambales,San Felipe,1,0,0,1
Region III (Central Luzon),Zambales,San Marcelino,1,1,0,2
Region III (Central Luzon),Zambales,San Narciso,1,1,0,1
Region III (Central Luzon),Zambales,Santa Cruz,1,3,0,2
Region III (Central Luzon),Zambales,Subic,0,10,0,0
Region IV-A (CALABARZON),Batangas,Agoncillo,1,1,0,2
Region IV-A (CALABARZON),Batangas,Alitagtag,1,0,0,1
Region IV-A (CALABARZON),Batangas,Balayan,0,13,0,7
Region IV-A (CALABARZON),Batangas,Balete,0,1,0,1
Region IV-A (CALABARZON),Batangas,Batangas (City/Capital),4,53,0,10
Region IV-A (CALABARZON),Batangas,Bauan,1,15,0,5
Region IV-A (CALABARZON),Batangas,Calaca,1,3,0,2
Region IV-A (CALABARZON),Batangas,Calatagan,1,2,0,2
Region IV-A (CALABARZON),Batangas,Cuenca,1,2,0,2
Region IV-A (CALABARZON),Batangas,Ibaan,1,2,0,2
Region IV-A (CALABARZON),Batangas,Laurel,0,2,0,2
Region IV-A (CALABARZON),Batangas,Lemery,2,20,0,4
Region IV-A (CALABARZON),Batangas,Lian,0,1,0,1
Region IV-A (CALABARZON),Batangas,Lipa (City),6,60,0,18
Region IV-A (CALABARZON),Batangas,Lobo,0,1,0,4
Region IV-A (CALABARZON),Batangas,Mabini,0,4,0,2
Region IV-A (CALABARZON),Batangas,Malvar,1,7,0,2
Region IV-A (CALABARZON),Batangas,Mataasnakahoy,0,2,0,2
Region IV-A (CALABARZON),Batangas,Nasugbu,0,13,0,5
Region IV-A (CALABARZON),Batangas,Padre Garcia,1,2,0,2
Region IV-A (CALABARZON),Batangas,Rosario,1,15,0,3
Region IV-A (CALABARZON),Batangas,San Jose,1,7,0,3
Region IV-A (CALABARZON),Batangas,San Juan,1,8,0,5
Region IV-A (CALABARZON),Batangas,San Luis,1,1,0,1
Region IV-A (CALABARZON),Batangas,San Nicolas,0,0,0,2
Region IV-A (CALABARZON),Batangas,San Pascual,0,2,0,2
Region IV-A (CALABARZON),Batangas,Santa Teresita,0,1,0,0
Region IV-A (CALABARZON),Batangas,Santo Tomas,0,21,0,8
Region IV-A (CALABARZON),Batangas,Taal,1,0,0,1
Region IV-A (CALABARZON),Batangas,Talisay,1,3,0,2
Region IV-A (CALABARZON),Batangas,Tanauan City,0,23,0,6
Region IV-A (CALABARZON),Batangas,Taysan,0,1,0,0
Region IV-A (CALABARZON),Batangas,Tingloy,0,0,0,1
Region IV-A (CALABARZON),Batangas,Tuy,0,1,0,1
Region IV-A (CALABARZON),Cavite,Alfonso,0,2,0,3
Region IV-A (CALABARZON),Cavite,Amadeo,0,1,0,0
Region IV-A (CALABARZON),Cavite,Bacoor City,3,49,0,6
Region IV-A (CALABARZON),Cavite,Carmona,0,16,0,1
Region IV-A (CALABARZON),Cavite,Cavite (City),1,11,0,2
Region IV-A (CALABARZON),Cavite,City Of General Trias,0,10,0,6
Region IV-A (CALABARZON),Cavite,Dasmarinas City,1,24,0,7
Region IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,1,52,0,13
Region IV-A (CALABARZON),Cavite,General Mariano Alvarez,1,0,0,0
Region IV-A (CALABARZON),Cavite,Imus City,2,38,0,8
Region IV-A (CALABARZON),Cavite,Indang,0,2,0,2
Region IV-A (CALABARZON),Cavite,Kawit,0,11,0,3
Region IV-A (CALABARZON),Cavite,Magallanes,0,1,0,0
Region IV-A (CALABARZON),Cavite,Maragondon,1,0,0,2
Region IV-A (CALABARZON),Cavite,Mendez (Mendez-Nunez),0,1,0,1
Region IV-A (CALABARZON),Cavite,Naic,1,8,0,6
Region IV-A (CALABARZON),Cavite,Noveleta,1,5,0,1
Region IV-A (CALABARZON),Cavite,Rosario,0,16,0,3
Region IV-A (CALABARZON),Cavite,Silang,0,13,0,13
Region IV-A (CALABARZON),Cavite,Tagaytay (City),1,23,0,1
Region IV-A (CALABARZON),Cavite,Tanza,1,10,0,5
Region IV-A (CALABARZON),Cavite,Ternate,1,0,0,0
Region IV-A (CALABARZON),Cavite,Trece Martires (City/Capital),0,12,1,5
Region IV-A (CALABARZON),Laguna,Alaminos,0,5,0,1
Region IV-A (CALABARZON),Laguna,Bay,2,1,1,2
Region IV-A (CALABARZON),Laguna,Binan City,2,38,0,8
Region IV-A (CALABARZON),Laguna,Cabuyao City,1,19,0,5
Region IV-A (CALABARZON),Laguna,Calamba City,4,79,0,14
Region IV-A (CALABARZON),Laguna,Calauan,1,3,0,3
Region IV-A (CALABARZON),Laguna,Cavinti,1,0,0,2
Region IV-A (CALABARZON),Laguna,City Of San Pedro,3,38,2,10
Region IV-A (CALABARZON),Laguna,Famy,2,33,0,8
Region IV-A (CALABARZON),Laguna,Kalayaan,0,2,0,1
Region IV-A (CALABARZON),Laguna,Liliw,0,1,0,0
Region IV-A (CALABARZON),Laguna,Los Banos,0,3,0,1
Region IV-A (CALABARZON),Laguna,Luisiana,0,14,0,7
Region IV-A (CALABARZON),Laguna,Lumban,1,1,0,1
Region IV-A (CALABARZON),Laguna,Mabitac,1,0,0,1
Region IV-A (CALABARZON),Laguna,Magdalena,0,0,0,1
Region IV-A (CALABARZON),Laguna,Majayjay,1,0,0,1
Region IV-A (CALABARZON),Laguna,Nagcarlan,0,2,0,1
Region IV-A (CALABARZON),Laguna,Paete,0,6,1,3
Region IV-A (CALABARZON),Laguna,Pagsanjan,1,2,0,1
Region IV-A (CALABARZON),Laguna,Pakil,1,4,0,1
Region IV-A (CALABARZON),Laguna,Pangil,1,2,0,0
Region IV-A (CALABARZON),Laguna,Pila,2,0,0,1
Region IV-A (CALABARZON),Laguna,Rizal,0,2,0,1
Region IV-A (CALABARZON),Laguna,San Pablo (City),1,0,0,2
Region IV-A (CALABARZON),Laguna,Santa Cruz (Capital),3,23,0,5
Region IV-A (CALABARZON),Laguna,Santa Maria,1,0,0,2
Region IV-A (CALABARZON),Laguna,Santa Rosa City,2,65,0,11
Region IV-A (CALABARZON),Laguna,Siniloan,1,6,0,2
Region IV-A (CALABARZON),Laguna,Victoria,0,2,0,1
Region IV-A (CALABARZON),Quezon,Agdangan,0,1,0,1
Region IV-A (CALABARZON),Quezon,Alabat,0,0,0,3
Region IV-A (CALABARZON),Quezon,Atimonan,1,5,1,0
Region IV-A (CALABARZON),Quezon,Buenavista,0,1,0,2
Region IV-A (CALABARZON),Quezon,Burdeos,0,0,0,0
Region IV-A (CALABARZON),Quezon,Calauag,0,2,1,3
Region IV-A (CALABARZON),Quezon,Candelaria,2,10,1,8
Region IV-A (CALABARZON),Quezon,Catanauan,0,3,0,5
Region IV-A (CALABARZON),Quezon,Dolores,1,0,1,0
Region IV-A (CALABARZON),Quezon,General Luna,1,0,0,4
Region IV-A (CALABARZON),Quezon,General Nakar,0,0,0,2
Region IV-A (CALABARZON),Quezon,Guinayangan,0,1,0,1
Region IV-A (CALABARZON),Quezon,Gumaca,0,11,1,3
Region IV-A (CALABARZON),Quezon,Infanta,1,6,1,0
Region IV-A (CALABARZON),Quezon,Jomalig,0,0,0,0
Region IV-A (CALABARZON),Quezon,Lopez,1,4,0,3
Region IV-A (CALABARZON),Quezon,Lucban,1,8,1,2
Region IV-A (CALABARZON),Quezon,Lucena (City/Capital),5,57,1,8
Region IV-A (CALABARZON),Quezon,Macalelon,0,0,0,1
Region IV-A (CALABARZON),Quezon,Mauban,1,1,0,2
Region IV-A (CALABARZON),Quezon,Mulanay,0,4,1,0
Region IV-A (CALABARZON),Quezon,Padre Burgos,0,1,0,0
Region IV-A (CALABARZON),Quezon,Pagbilao,0,3,0,5
Region IV-A (CALABARZON),Quezon,Panukulan,0,0,0,0
Region IV-A (CALABARZON),Quezon,Patnanungan,0,0,0,0
Region IV-A (CALABARZON),Quezon,Perez,0,1,0,1
Region IV-A (CALABARZON),Quezon,Pitogo,0,0,0,2
Region IV-A (CALABARZON),Quezon,Plaridel,0,0,0,1
Region IV-A (CALABARZON),Quezon,Polillo,0,0,0,0
Region IV-A (CALABARZON),Quezon,Quezon,0,0,1,0
Region IV-A (CALABARZON),Quezon,Real,0,3,0,2
Region IV-A (CALABARZON),Quezon,Sampaloc,1,0,0,0
Region IV-A (CALABARZON),Quezon,San Andres,0,0,0,2
Region IV-A (CALABARZON),Quezon,San Antonio,0,1,0,3
Region IV-A (CALABARZON),Quezon,San Francisco (Aurora),0,1,0,0
Region IV-A (CALABARZON),Quezon,San Narciso,0,2,0,3
Region IV-A (CALABARZON),Quezon,Sariaya,0,6,1,5
Region IV-A (CALABARZON),Quezon,Tagkawayan,0,2,1,0
Region IV-A (CALABARZON),Quezon,Tayabas City,0,7,0,2
Region IV-A (CALABARZON),Quezon,Tiaong,0,6,1,1
Region IV-A (CALABARZON),Quezon,Unisan,0,1,0,1
Region IV-A (CALABARZON),Rizal,Angono,1,13,0,3
Region IV-A (CALABARZON),Rizal,Antipolo City,2,58,0,10
Region IV-A (CALABARZON),Rizal,Baras,0,0,0,0
Region IV-A (CALABARZON),Rizal,Binangonan,1,11,0,4
Region IV-A (CALABARZON),Rizal,Cainta,1,50,1,3
Region IV-A (CALABARZON),Rizal,Cardona,1,0,0,1
Region IV-A (CALABARZON),Rizal,Jala-Jala,0,0,0,2
Region IV-A (CALABARZON),Rizal,Morong,1,1,0,1
Region IV-A (CALABARZON),Rizal,Pililla,1,12,0,4
Region IV-A (CALABARZON),Rizal,Rodriguez (Montalban),0,5,0,1
Region IV-A (CALABARZON),Rizal,San Mateo,0,14,0,2
Region IV-A (CALABARZON),Rizal,Tanay,0,12,1,5
Region IV-A (CALABARZON),Rizal,Taytay,0,38,1,4
Region IV-A (CALABARZON),Rizal,Teresa,0,4,0,1
Region IV-B (MIMAROPA),Marinduque,Boac (Capital),0,5,0,3
Region IV-B (MIMAROPA),Marinduque,Buenavista,0,0,0,2
Region IV-B (MIMAROPA),Marinduque,Gasan,0,0,1,0
Region IV-B (MIMAROPA),Marinduque,Mogpog,0,0,1,0
Region IV-B (MIMAROPA),Marinduque,Sta Cruz,0,2,1,0
Region IV-B (MIMAROPA),Marinduque,Torrijos,0,0,1,0
Region IV-B (MIMAROPA),Occidental Mindoro,Abra De Ilog,0,0,0,1
Region IV-B (MIMAROPA),Occidental Mindoro,Calintaan,0,0,0,2
Region IV-B (MIMAROPA),Occidental Mindoro,Looc,0,0,0,0
Region IV-B (MIMAROPA),Occidental Mindoro,Lubang,1,0,0,0
Region IV-B (MIMAROPA),Occidental Mindoro,Magsaysay,0,0,0,3
Region IV-B (MIMAROPA),Occidental Mindoro,Mamburao (Capital),0,5,1,1
Region IV-B (MIMAROPA),Occidental Mindoro,Paluan,0,0,0,1
Region IV-B (MIMAROPA),Occidental Mindoro,Rizal,0,0,0,3
Region IV-B (MIMAROPA),Occidental Mindoro,Sablayan,0,4,1,6
Region IV-B (MIMAROPA),Occidental Mindoro,San Jose,2,13,1,4
Region IV-B (MIMAROPA),Occidental Mindoro,Santa Cruz,0,1,0,6
Region IV-B (MIMAROPA),Oriental Mindoro,Baco,1,0,0,3
Region IV-B (MIMAROPA),Oriental Mindoro,Bansud,1,1,0,2
Region IV-B (MIMAROPA),Oriental Mindoro,Bongabong,2,1,0,7
Region IV-B (MIMAROPA),Oriental Mindoro,Bulalacao (San Pedro),0,0,0,1
Region IV-B (MIMAROPA),Oriental Mindoro,Calapan (City/Capital),1,32,1,8
Region IV-B (MIMAROPA),Oriental Mindoro,Gloria,1,3,0,3
Region IV-B (MIMAROPA),Oriental Mindoro,Mansalay,0,1,0,3
Region IV-B (MIMAROPA),Oriental Mindoro,Naujan,1,1,0,9
Region IV-B (MIMAROPA),Oriental Mindoro,Pinamalayan,1,9,1,4
Region IV-B (MIMAROPA),Oriental Mindoro,Pola,1,0,0,5
Region IV-B (MIMAROPA),Oriental Mindoro,Puerto Galera,1,2,1,2
Region IV-B (MIMAROPA),Oriental Mindoro,Roxas,1,6,1,1
Region IV-B (MIMAROPA),Oriental Mindoro,San Teodoro,1,0,0,1
Region IV-B (MIMAROPA),Oriental Mindoro,Socorro,1,2,0,4
Region IV-B (MIMAROPA),Oriental Mindoro,Victoria,0,4,1,0
Region IV-B (MIMAROPA),Palawan,Aborlan,0,1,0,1
Region IV-B (MIMAROPA),Palawan,Agutaya,0,0,0,0
Region IV-B (MIMAROPA),Palawan,Araceli (Dumaran),0,0,0,0
Region IV-B (MIMAROPA),Palawan,Balabac,0,0,0,0
Region IV-B (MIMAROPA),Palawan,Bataraza,0,1,0,1
Region IV-B (MIMAROPA),Palawan,Brooke's Point,1,3,0,1
Region IV-B (MIMAROPA),Palawan,Busuanga,0,0,0,0
Region IV-B (MIMAROPA),Palawan,Cagayancillo,0,0,0,0
Region IV-B (MIMAROPA),Palawan,Coron,0,5,0,1
Region IV-B (MIMAROPA),Palawan,Culion,0,0,0,0
Region IV-B (MIMAROPA),Palawan,Cuyo,1,0,0,0
Region IV-B (MIMAROPA),Palawan,Dumaran,0,0,0,0
Region IV-B (MIMAROPA),Palawan,El Nido (Bacuit),0,4,0,1
Region IV-B (MIMAROPA),Palawan,Kalayaan,0,0,0,0
Region IV-B (MIMAROPA),Palawan,Linacapan,0,0,0,0
Region IV-B (MIMAROPA),Palawan,Magsaysay,0,0,0,0
Region IV-B (MIMAROPA),Palawan,Narra,0,3,0,1
Region IV-B (MIMAROPA),Palawan,Puerto Princesa City (Capital),1,38,0,4
Region IV-B (MIMAROPA),Palawan,Quezon,0,1,0,0
Region IV-B (MIMAROPA),Palawan,Rizal,0,0,0,0
Region IV-B (MIMAROPA),Palawan,Roxas,0,1,0,0
Region IV-B (MIMAROPA),Palawan,San Vicente,0,0,0,0
Region IV-B (MIMAROPA),Palawan,Sofronio Espanola,0,1,0,1
Region IV-B (MIMAROPA),Palawan,Taytay,0,2,0,0
Region IV-B (MIMAROPA),Romblon,Alcantara,0,0,0,0
Region IV-B (MIMAROPA),Romblon,Banton,0,0,0,0
Region IV-B (MIMAROPA),Romblon,Cajidiocan,0,0,0,0
Region IV-B (MIMAROPA),Romblon,Calatrava,0,0,0,0
Region IV-B (MIMAROPA),Romblon,Concepcion,0,0,0,0
Region IV-B (MIMAROPA),Romblon,Corcuera,0,0,0,0
Region IV-B (MIMAROPA),Romblon,Ferrol,0,0,0,0
Region IV-B (MIMAROPA),Romblon,Imelda,0,0,0,0
Region IV-B (MIMAROPA),Romblon,Looc,0,0,0,0
Region IV-B (MIMAROPA),Romblon,Magdiwang,1,3,0,1
Region IV-B (MIMAROPA),Romblon,Odiongan,1,4,0,0
Region IV-B (MIMAROPA),Romblon,Romblon (Capital),0,1,0,0
Region IV-B (MIMAROPA),Romblon,San Agustin,0,0,0,0
Region IV-B (MIMAROPA),Romblon,San Andres,0,0,0,0
Region IV-B (MIMAROPA),Romblon,San Fernando,0,0,0,1
Region IV-B (MIMAROPA),Romblon,San Jose,1,0,0,0
Region IV-B (MIMAROPA),Romblon,Santa Fe,0,0,0,0
Region IX (Zamboanga Peninsula),Basilan,Isabela (City/Capital),0,5,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Bacungan (Leon T. Postigo),1,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Baliguian,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Dapitan (City),0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Dipolog (City/Capital),1,3,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Godod,4,25,0,2
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Gutalac,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Jose Dalman (Ponot),0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Kalawit,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Katipunan,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,La Libertad,0,1,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Labason,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Liloy,1,3,0,4
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Manukan,1,1,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Mutia,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Pinan (New Pinan),0,1,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Polanco,0,1,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,President Manuel A. Roxas,0,0,0,3
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Rizal,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Salug,1,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Sergio Osmena Sr,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Siayan,0,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Sibuco,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Sibutad,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Sindangan,0,8,0,3
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Siocon,0,1,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Sirawai,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Tampilisan,0,1,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Aurora,0,3,0,2
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Bayog,0,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Dimataling,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Dinas,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Dumalinao,0,1,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Dumingag,0,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Guipos,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Josefina,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Kumalarang,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Labangan,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Lakewood,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Lapuyan,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Mahayag,0,1,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Margosatubig,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Midsalip,1,8,0,4
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Molave,1,28,0,5
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Pagadian (City/Capital),0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Pitogo,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Ramon Magsaysay (Liargo),0,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,San Miguel,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,San Pablo,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Sominot (Don Mariano Marcos),0,1,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Tabina,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Tambulig,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Tigbao,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Tukuran,0,0,0,0
