Region,Province,City/Municipality,Rural,Thrift,UKB
Region III (Central Luzon),Nueva Ecija,Cabiao,1,2,5
Region III (Central Luzon),Nueva Ecija,Carranglan,0,2,0
Region III (Central Luzon),Nueva Ecija,Cuyapo,1,1,1
Region III (Central Luzon),Nueva Ecija,Gabaldon (Bitulok & Sabani),0,0,0
Region III (Central Luzon),Nueva Ecija,Gapan City,0,4,21
Region III (Central Luzon),Nueva Ecija,Gen Tinio (Papaya),1,1,1
Region III (Central Luzon),Nueva Ecija,Gen. Mamerto Natividad,0,0,1
Region III (Central Luzon),Nueva Ecija,Guimba,0,1,8
Region III (Central Luzon),Nueva Ecija,Jaen,1,2,1
Region III (Central Luzon),Nueva Ecija,Laur,0,1,0
Region III (Central Luzon),Nueva Ecija,Licab,1,0,0
Region III (Central Luzon),Nueva Ecija,Llanera,0,1,0
Region III (Central Luzon),Nueva Ecija,Lupao,1,1,0
Region III (Central Luzon),Nueva Ecija,Nampicuan,0,0,0
Region III (Central Luzon),Nueva Ecija,Palayan (City/Capital),1,1,4
Region III (Central Luzon),Nueva Ecija,Pantabangan,0,2,0
Region III (Central Luzon),Nueva Ecija,Penaranda,0,0,0
Region III (Central Luzon),Nueva Ecija,Quezon,0,0,0
Region III (Central Luzon),Nueva Ecija,Rizal,2,2,1
Region III (Central Luzon),Nueva Ecija,San Antonio,1,1,2
Region III (Central Luzon),Nueva Ecija,San Isidro,0,0,3
Region III (Central Luzon),Nueva Ecija,San Jose City,0,2,22
Region III (Central Luzon),Nueva Ecija,San Leonardo,1,1,3
Region III (Central Luzon),Nueva Ecija,Santa Rosa,0,1,7
Region III (Central Luzon),Nueva Ecija,Santo Domingo,1,4,0
Region III (Central Luzon),Nueva Ecija,Science City Of Munoz,0,1,13
Region III (Central Luzon),Nueva Ecija,Talavera,0,1,14
Region III (Central Luzon),Nueva Ecija,Talugtog,0,1,1
Region III (Central Luzon),Nueva Ecija,Zaragoza,1,2,5
Region III (Central Luzon),Pampanga,Angeles (City),1,16,259
Region III (Central Luzon),Pampanga,Apalit,0,1,15
Region III (Central Luzon),Pampanga,Arayat,0,1,3
Region III (Central Luzon),Pampanga,Bacolor,0,0,4
Region III (Central Luzon),Pampanga,Candaba,0,0,1
Region III (Central Luzon),Pampanga,Floridablanca,0,0,6
Region III (Central Luzon),Pampanga,Guagua,0,2,24
Region III (Central Luzon),Pampanga,Lubao,0,0,6
Region III (Central Luzon),Pampanga,Mabalacat City,1,4,59
Region III (Central Luzon),Pampanga,Macabebe,0,1,3
Region III (Central Luzon),Pampanga,Magalang,0,0,12
Region III (Central Luzon),Pampanga,Masantol,0,1,1
Region III (Central Luzon),Pampanga,Mexico,0,0,8
Region III (Central Luzon),Pampanga,Minalin,0,0,1
Region III (Central Luzon),Pampanga,Porac,1,1,4
Region III (Central Luzon),Pampanga,San Fernando (City/Capital),1,17,161
Region III (Central Luzon),Pampanga,San Luis,0,0,0
Region III (Central Luzon),Pampanga,San Simon,0,0,0
Region III (Central Luzon),Pampanga,Santa Ana,0,1,5
Region III (Central Luzon),Pampanga,Santa Rita,0,1,0
Region III (Central Luzon),Pampanga,Santo Tomas,0,0,4
Region III (Central Luzon),Pampanga,Sasmuan (Sexmoan),0,0,0
Region III (Central Luzon),Tarlac,Anao,0,1,1
Region III (Central Luzon),Tarlac,Bamban,0,0,2
Region III (Central Luzon),Tarlac,Camiling,0,2,11
Region III (Central Luzon),Tarlac,Capas,0,3,11
Region III (Central Luzon),Tarlac,Concepcion,0,1,23
Region III (Central Luzon),Tarlac,Gerona,0,0,6
Region III (Central Luzon),Tarlac,La Paz,0,0,0
Region III (Central Luzon),Tarlac,Mayantoc,0,0,0
Region III (Central Luzon),Tarlac,Moncada,0,0,2
Region III (Central Luzon),Tarlac,Paniqui,0,2,19
Region III (Central Luzon),Tarlac,Pura,0,0,0
Region III (Central Luzon),Tarlac,Ramos,0,1,0
Region III (Central Luzon),Tarlac,San Clemente,0,0,1
Region III (Central Luzon),Tarlac,San Jose,0,0,1
Region III (Central Luzon),Tarlac,San Manuel,0,0,0
Region III (Central Luzon),Tarlac,Santa Ignacia,0,1,1
Region III (Central Luzon),Tarlac,Tarlac (City/Capital),2,11,112
Region III (Central Luzon),Tarlac,Victoria,0,1,2
Region III (Central Luzon),Zambales,Botolan,1,0,2
Region III (Central Luzon),Zambales,Cabangan,0,0,1
Region III (Central Luzon),Zambales,Candelaria,0,0,0
Region III (Central Luzon),Zambales,Castillejos,1,2,4
Region III (Central Luzon),Zambales,Iba (Capital),1,2,20
Region III (Central Luzon),Zambales,Masinloc,0,0,5
Region III (Central Luzon),Zambales,Olongapo (City),2,10,102
Region III (Central Luzon),Zambales,Palauig,0,0,0
Region III (Central Luzon),Zambales,San Antonio,2,0,1
Region III (Central Luzon),Zambales,San Felipe,0,0,0
Region III (Central Luzon),Zambales,San Marcelino,2,0,1
Region III (Central Luzon),Zambales,San Narciso,1,1,0
Region III (Central Luzon),Zambales,Santa Cruz,0,0,7
Region III (Central Luzon),Zambales,Subic,0,4,39
Region IV-A (CALABARZON),Batangas,Agoncillo,0,0,2
Region IV-A (CALABARZON),Batangas,Alitagtag,0,0,0
Region IV-A (CALABARZON),Batangas,Balayan,0,1,21
Region IV-A (CALABARZON),Batangas,Balete,0,0,1
Region IV-A (CALABARZON),Batangas,Batangas (City/Capital),1,10,125
Region IV-A (CALABARZON),Batangas,Bauan,0,3,25
Region IV-A (CALABARZON),Batangas,Calaca,0,0,6
Region IV-A (CALABARZON),Batangas,Calatagan,0,0,2
Region IV-A (CALABARZON),Batangas,Cuenca,0,0,5
Region IV-A (CALABARZON),Batangas,Ibaan,0,0,1
Region IV-A (CALABARZON),Batangas,Laurel,0,0,2
Region IV-A (CALABARZON),Batangas,Lemery,0,3,32
Region IV-A (CALABARZON),Batangas,Lian,0,0,1
Region IV-A (CALABARZON),Batangas,Lipa (City),0,18,128
Region IV-A (CALABARZON),Batangas,Lobo,0,0,2
Region IV-A (CALABARZON),Batangas,Mabini,0,1,5
Region IV-A (CALABARZON),Batangas,Malvar,0,1,18
Region IV-A (CALABARZON),Batangas,Mataasnakahoy,0,0,1
Region IV-A (CALABARZON),Batangas,Nasugbu,0,0,23
Region IV-A (CALABARZON),Batangas,Padre Garcia,0,0,0
Region IV-A (CALABARZON),Batangas,Rosario,0,5,28
Region IV-A (CALABARZON),Batangas,San Jose,1,1,4
Region IV-A (CALABARZON),Batangas,San Juan,1,0,6
Region IV-A (CALABARZON),Batangas,San Luis,0,0,1
Region IV-A (CALABARZON),Batangas,San Nicolas,0,0,0
Region IV-A (CALABARZON),Batangas,San Pascual,0,0,3
Region IV-A (CALABARZON),Batangas,Santa Teresita,0,0,1
Region IV-A (CALABARZON),Batangas,Santo Tomas,2,6,48
Region IV-A (CALABARZON),Batangas,Taal,0,0,2
Region IV-A (CALABARZON),Batangas,Talisay,0,0,1
Region IV-A (CALABARZON),Batangas,Tanauan City,0,8,46
Region IV-A (CALABARZON),Batangas,Taysan,0,0,2
Region IV-A (CALABARZON),Batangas,Tingloy,0,0,0
Region IV-A (CALABARZON),Batangas,Tuy,1,0,1
Region IV-A (CALABARZON),Cavite,Alfonso,0,1,1
Region IV-A (CALABARZON),Cavite,Amadeo,0,1,4
Region IV-A (CALABARZON),Cavite,Bacoor City,1,12,107
Region IV-A (CALABARZON),Cavite,Carmona,1,4,40
Region IV-A (CALABARZON),Cavite,Cavite (City),0,4,32
Region IV-A (CALABARZON),Cavite,City Of General Trias,0,6,68
Region IV-A (CALABARZON),Cavite,Dasmarinas City,1,17,154
Region IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,0,0,1
Region IV-A (CALABARZON),Cavite,General Mariano Alvarez,0,1,15
Region IV-A (CALABARZON),Cavite,Imus City,0,16,137
Region IV-A (CALABARZON),Cavite,Indang,3,0,4
Region IV-A (CALABARZON),Cavite,Kawit,0,3,20
Region IV-A (CALABARZON),Cavite,Magallanes,0,0,1
Region IV-A (CALABARZON),Cavite,Maragondon,0,0,2
Region IV-A (CALABARZON),Cavite,Mendez (Mendez-Nunez),0,0,1
Region IV-A (CALABARZON),Cavite,Naic,0,0,12
Region IV-A (CALABARZON),Cavite,Noveleta,0,1,6
Region IV-A (CALABARZON),Cavite,Rosario,0,1,65
Region IV-A (CALABARZON),Cavite,Silang,0,4,34
Region IV-A (CALABARZON),Cavite,Tagaytay (City),0,3,61
Region IV-A (CALABARZON),Cavite,Tanza,1,7,15
Region IV-A (CALABARZON),Cavite,Ternate,0,0,1
Region IV-A (CALABARZON),Cavite,Trece Martires (City/Capital),0,3,27
Region IV-A (CALABARZON),Laguna,Alaminos,1,2,3
Region IV-A (CALABARZON),Laguna,Bay,2,0,2
Region IV-A (CALABARZON),Laguna,Binan City,0,8,110
Region IV-A (CALABARZON),Laguna,Cabuyao City,4,7,50
Region IV-A (CALABARZON),Laguna,Calamba City,5,25,203
Region IV-A (CALABARZON),Laguna,Calauan,2,1,2
Region IV-A (CALABARZON),Laguna,Cavinti,0,0,2
Region IV-A (CALABARZON),Laguna,City Of San Pedro,2,13,72
Region IV-A (CALABARZON),Laguna,Famy,0,0,1
Region IV-A (CALABARZON),Laguna,Kalayaan,0,0,1
Region IV-A (CALABARZON),Laguna,Liliw,0,0,2
Region IV-A (CALABARZON),Laguna,Los Banos,1,5,41
Region IV-A (CALABARZON),Laguna,Luisiana,1,0,3
Region IV-A (CALABARZON),Laguna,Lumban,0,0,2
Region IV-A (CALABARZON),Laguna,Mabitac,0,0,1
Region IV-A (CALABARZON),Laguna,Magdalena,0,0,2
Region IV-A (CALABARZON),Laguna,Majayjay,0,0,2
Region IV-A (CALABARZON),Laguna,Nagcarlan,3,1,2
Region IV-A (CALABARZON),Laguna,Paete,0,0,0
Region IV-A (CALABARZON),Laguna,Pagsanjan,0,0,4
Region IV-A (CALABARZON),Laguna,Pakil,0,0,1
Region IV-A (CALABARZON),Laguna,Pangil,0,0,0
Region IV-A (CALABARZON),Laguna,Pila,0,0,3
Region IV-A (CALABARZON),Laguna,Rizal,0,0,1
Region IV-A (CALABARZON),Laguna,San Pablo (City),7,9,55
Region IV-A (CALABARZON),Laguna,Santa Cruz (Capital),0,3,34
Region IV-A (CALABARZON),Laguna,Santa Maria,0,0,2
Region IV-A (CALABARZON),Laguna,Santa Rosa City,3,20,186
Region IV-A (CALABARZON),Laguna,Siniloan,1,0,8
Region IV-A (CALABARZON),Laguna,Victoria,1,0,0
Region IV-A (CALABARZON),Quezon,Agdangan,0,0,0
Region IV-A (CALABARZON),Quezon,Alabat,0,0,1
Region IV-A (CALABARZON),Quezon,Atimonan,2,1,3
Region IV-A (CALABARZON),Quezon,Buenavista,0,0,1
Region IV-A (CALABARZON),Quezon,Burdeos,0,0,0
Region IV-A (CALABARZON),Quezon,Calauag,1,3,1
Region IV-A (CALABARZON),Quezon,Candelaria,2,2,13
Region IV-A (CALABARZON),Quezon,Catanauan,1,0,5
Region IV-A (CALABARZON),Quezon,Dolores,1,0,0
Region IV-A (CALABARZON),Quezon,General Luna,0,0,1
Region IV-A (CALABARZON),Quezon,General Nakar,0,0,1
Region IV-A (CALABARZON),Quezon,Guinayangan,0,0,1
Region IV-A (CALABARZON),Quezon,Gumaca,1,1,12
Region IV-A (CALABARZON),Quezon,Infanta,1,2,5
Region IV-A (CALABARZON),Quezon,Jomalig,0,0,0
Region IV-A (CALABARZON),Quezon,Lopez,1,0,3
Region IV-A (CALABARZON),Quezon,Lucban,2,2,3
Region IV-A (CALABARZON),Quezon,Lucena (City/Capital),5,8,91
Region IV-A (CALABARZON),Quezon,Macalelon,0,0,1
Region IV-A (CALABARZON),Quezon,Mauban,1,0,4
Region IV-A (CALABARZON),Quezon,Mulanay,1,0,2
Region IV-A (CALABARZON),Quezon,Padre Burgos,0,0,0
Region IV-A (CALABARZON),Quezon,Pagbilao,1,1,3
Region IV-A (CALABARZON),Quezon,Panukulan,0,0,0
Region IV-A (CALABARZON),Quezon,Patnanungan,0,0,0
Region IV-A (CALABARZON),Quezon,Perez,0,0,0
Region IV-A (CALABARZON),Quezon,Pitogo,0,0,2
Region IV-A (CALABARZON),Quezon,Plaridel,0,0,0
Region IV-A (CALABARZON),Quezon,Polillo,0,0,2
Region IV-A (CALABARZON),Quezon,Quezon,0,0,0
Region IV-A (CALABARZON),Quezon,Real,0,0,1
Region IV-A (CALABARZON),Quezon,Sampaloc,1,0,1
Region IV-A (CALABARZON),Quezon,San Andres,0,0,0
Region IV-A (CALABARZON),Quezon,San Antonio,0,0,2
Region IV-A (CALABARZON),Quezon,San Francisco (Aurora),0,0,0
Region IV-A (CALABARZON),Quezon,San Narciso,0,0,1
Region IV-A (CALABARZON),Quezon,Sariaya,3,1,5
Region IV-A (CALABARZON),Quezon,Tagkawayan,2,0,1
Region IV-A (CALABARZON),Quezon,Tayabas City,1,3,4
Region IV-A (CALABARZON),Quezon,Tiaong,2,2,6
Region IV-A (CALABARZON),Quezon,Unisan,1,0,0
Region IV-A (CALABARZON),Rizal,Angono,0,4,25
Region IV-A (CALABARZON),Rizal,Antipolo City,1,22,114
Region IV-A (CALABARZON),Rizal,Baras,0,0,2
Region IV-A (CALABARZON),Rizal,Binangonan,0,3,21
Region IV-A (CALABARZON),Rizal,Cainta,0,12,101
Region IV-A (CALABARZON),Rizal,Cardona,0,0,1
Region IV-A (CALABARZON),Rizal,Jala-Jala,0,0,2
Region IV-A (CALABARZON),Rizal,Morong,0,1,4
Region IV-A (CALABARZON),Rizal,Pililla,0,0,1
Region IV-A (CALABARZON),Rizal,Rodriguez (Montalban),0,4,22
Region IV-A (CALABARZON),Rizal,San Mateo,1,2,30
Region IV-A (CALABARZON),Rizal,Tanay,0,4,15
Region IV-A (CALABARZON),Rizal,Taytay,0,10,73
Region IV-A (CALABARZON),Rizal,Teresa,0,1,7
Region IV-B (MIMAROPA),Marinduque,Boac (Capital),0,1,5
Region IV-B (MIMAROPA),Marinduque,Buenavista,1,0,1
Region IV-B (MIMAROPA),Marinduque,Gasan,1,0,1
Region IV-B (MIMAROPA),Marinduque,Mogpog,1,0,2
Region IV-B (MIMAROPA),Marinduque,Sta Cruz,0,0,3
Region IV-B (MIMAROPA),Marinduque,Torrijos,1,0,1
Region IV-B (MIMAROPA),Occidental Mindoro,Abra De Ilog,0,0,0
Region IV-B (MIMAROPA),Occidental Mindoro,Calintaan,0,0,1
Region IV-B (MIMAROPA),Occidental Mindoro,Looc,0,0,0
Region IV-B (MIMAROPA),Occidental Mindoro,Lubang,0,0,0
Region IV-B (MIMAROPA),Occidental Mindoro,Magsaysay,0,0,1
Region IV-B (MIMAROPA),Occidental Mindoro,Mamburao (Capital),1,0,4
Region IV-B (MIMAROPA),Occidental Mindoro,Paluan,0,0,0
Region IV-B (MIMAROPA),Occidental Mindoro,Rizal,0,0,1
Region IV-B (MIMAROPA),Occidental Mindoro,Sablayan,1,1,2
Region IV-B (MIMAROPA),Occidental Mindoro,San Jose,1,3,15
Region IV-B (MIMAROPA),Occidental Mindoro,Santa Cruz,1,0,4
Region IV-B (MIMAROPA),Oriental Mindoro,Baco,0,0,1
Region IV-B (MIMAROPA),Oriental Mindoro,Bansud,0,0,2
Region IV-B (MIMAROPA),Oriental Mindoro,Bongabong,0,1,2
Region IV-B (MIMAROPA),Oriental Mindoro,Bulalacao (San Pedro),0,0,1
Region IV-B (MIMAROPA),Oriental Mindoro,Calapan (City/Capital),1,6,47
Region IV-B (MIMAROPA),Oriental Mindoro,Gloria,0,1,2
Region IV-B (MIMAROPA),Oriental Mindoro,Mansalay,0,0,1
Region IV-B (MIMAROPA),Oriental Mindoro,Naujan,0,0,2
Region IV-B (MIMAROPA),Oriental Mindoro,Pinamalayan,1,1,7
Region IV-B (MIMAROPA),Oriental Mindoro,Pola,0,0,0
Region IV-B (MIMAROPA),Oriental Mindoro,Puerto Galera,1,3,2
Region IV-B (MIMAROPA),Oriental Mindoro,Roxas,1,2,2
Region IV-B (MIMAROPA),Oriental Mindoro,San Teodoro,0,0,1
Region IV-B (MIMAROPA),Oriental Mindoro,Socorro,0,0,1
Region IV-B (MIMAROPA),Oriental Mindoro,Victoria,0,1,1
Region IV-B (MIMAROPA),Palawan,Aborlan,1,1,1
Region IV-B (MIMAROPA),Palawan,Agutaya,0,0,0
Region IV-B (MIMAROPA),Palawan,Araceli (Dumaran),0,0,0
Region IV-B (MIMAROPA),Palawan,Balabac,0,0,0
Region IV-B (MIMAROPA),Palawan,Bataraza,0,1,3
Region IV-B (MIMAROPA),Palawan,Brooke's Point,0,2,2
Region IV-B (MIMAROPA),Palawan,Busuanga,0,0,1
Region IV-B (MIMAROPA),Palawan,Cagayancillo,0,0,0
Region IV-B (MIMAROPA),Palawan,Coron,0,1,8
Region IV-B (MIMAROPA),Palawan,Culion,0,0,0
Region IV-B (MIMAROPA),Palawan,Cuyo,0,0,0
Region IV-B (MIMAROPA),Palawan,Dumaran,0,0,0
Region IV-B (MIMAROPA),Palawan,El Nido (Bacuit),0,2,8
Region IV-B (MIMAROPA),Palawan,Kalayaan,0,0,0
Region IV-B (MIMAROPA),Palawan,Linacapan,0,0,0
Region IV-B (MIMAROPA),Palawan,Magsaysay,0,0,0
Region IV-B (MIMAROPA),Palawan,Narra,0,1,2
Region IV-B (MIMAROPA),Palawan,Puerto Princesa City (Capital),2,11,91
Region IV-B (MIMAROPA),Palawan,Quezon,0,2,1
Region IV-B (MIMAROPA),Palawan,Rizal,0,0,0
Region IV-B (MIMAROPA),Palawan,Roxas,0,2,0
Region IV-B (MIMAROPA),Palawan,San Vicente,0,0,1
Region IV-B (MIMAROPA),Palawan,Sofronio Espanola,1,2,0
Region IV-B (MIMAROPA),Palawan,Taytay,0,2,1
Region IV-B (MIMAROPA),Romblon,Alcantara,0,0,0
Region IV-B (MIMAROPA),Romblon,Banton,0,0,0
Region IV-B (MIMAROPA),Romblon,Cajidiocan,0,0,1
Region IV-B (MIMAROPA),Romblon,Calatrava,0,0,0
Region IV-B (MIMAROPA),Romblon,Concepcion,0,0,0
Region IV-B (MIMAROPA),Romblon,Corcuera,0,0,0
Region IV-B (MIMAROPA),Romblon,Ferrol,0,0,0
Region IV-B (MIMAROPA),Romblon,Imelda,0,0,0
Region IV-B (MIMAROPA),Romblon,Looc,0,0,0
Region IV-B (MIMAROPA),Romblon,Magdiwang,0,0,1
Region IV-B (MIMAROPA),Romblon,Odiongan,0,1,6
Region IV-B (MIMAROPA),Romblon,Romblon (Capital),0,0,4
Region IV-B (MIMAROPA),Romblon,San Agustin,0,0,0
Region IV-B (MIMAROPA),Romblon,San Andres,0,0,0
Region IV-B (MIMAROPA),Romblon,San Fernando,0,0,1
Region IV-B (MIMAROPA),Romblon,San Jose,0,0,0
Region IV-B (MIMAROPA),Romblon,Santa Fe,0,0,0
Region IX (Zamboanga Peninsula),Basilan,Isabela (City/Capital),0,0,14
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Bacungan (Leon T. Postigo),0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Baliguian,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Dapitan (City),1,1,8
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Dipolog (City/Capital),3,6,34
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Godod,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Gutalac,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Jose Dalman (Ponot),0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Kalawit,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Katipunan,1,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,La Libertad,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Labason,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Liloy,0,0,2
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Manukan,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Mutia,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Pinan (New Pinan),0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Polanco,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,President Manuel A. Roxas,0,0,2
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Rizal,0,0,2
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Salug,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Sergio Osmena Sr,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Siayan,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Sibuco,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Sibutad,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Sindangan,2,0,5
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Siocon,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Sirawai,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Norte,Tampilisan,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Aurora,0,0,2
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Bayog,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Dimataling,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Dinas,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Dumalinao,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Dumingag,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Guipos,0,0,2
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Josefina,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Kumalarang,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Labangan,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Lakewood,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Lapuyan,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Mahayag,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Margosatubig,0,0,2
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Midsalip,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Molave,1,1,7
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Pagadian (City/Capital),3,2,45
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Pitogo,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Ramon Magsaysay (Liargo),0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,San Miguel,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,San Pablo,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Sominot (Don Mariano Marcos),0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Tabina,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Tambulig,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Tigbao,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Tukuran,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Vincenzo A. Sagun,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Zamboanga (City),8,5,144
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Alicia,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Buug,0,0,3
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Diplahan,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Imelda,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Ipil (Capital),1,0,14
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Kabasalan,1,0,1
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Mabuhay,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Malangas,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Naga,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Olutanga,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Payao,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Roseller Lim,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Siay,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Talusan,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Titay,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Tungawan,0,0,1
Region V (Bicol Region),Albay,Bacacay,1,0,2
Region V (Bicol Region),Albay,Camalig,0,0,1
Region V (Bicol Region),Albay,Daraga (Locsin),0,1,12
Region V (Bicol Region),Albay,Guinobatan,0,4,2
Region V (Bicol Region),Albay,Jovellar,0,0,1
Region V (Bicol Region),Albay,Legazpi (City/Capital),1,17,110
Region V (Bicol Region),Albay,Libon,0,0,3
Region V (Bicol Region),Albay,Ligao City,0,1,6
Region V (Bicol Region),Albay,Malilipot,0,0,0
Region V (Bicol Region),Albay,Malinao,0,0,0
Region V (Bicol Region),Albay,Manito,0,0,1
Region V (Bicol Region),Albay,Oas,0,0,0
Region V (Bicol Region),Albay,Pio Duran,0,0,2
Region V (Bicol Region),Albay,Polangui,0,2,6
Region V (Bicol Region),Albay,Rapu-Rapu,0,0,0
Region V (Bicol Region),Albay,Santo Domingo (Libog),0,0,1
Region V (Bicol Region),Albay,Tabaco City,0,3,18
Region V (Bicol Region),Albay,Tiwi,0,0,3
Region V (Bicol Region),Camarines Norte,Basud,0,0,1
Region V (Bicol Region),Camarines Norte,Capalonga,0,0,1
Region V (Bicol Region),Camarines Norte,Daet (Capital),1,3,32
Region V (Bicol Region),Camarines Norte,Imelda,0,0,0
Region V (Bicol Region),Camarines Norte,Jose Panganiban,4,0,1
Region V (Bicol Region),Camarines Norte,Labo,1,0,4
Region V (Bicol Region),Camarines Norte,Mercedes,0,0,2
Region V (Bicol Region),Camarines Norte,Paracale,1,0,1
Region V (Bicol Region),Camarines Norte,San Vicente,0,0,1
Region V (Bicol Region),Camarines Norte,Santa Elena,0,0,2
Region V (Bicol Region),Camarines Norte,Talisay,0,0,2
Region V (Bicol Region),Camarines Norte,Vinzons,0,0,1
Region V (Bicol Region),Camarines Sur,Baao,0,2,3
Region V (Bicol Region),Camarines Sur,Balatan,0,0,0
Region V (Bicol Region),Camarines Sur,Bato,0,0,2
Region V (Bicol Region),Camarines Sur,Bombon,0,0,0
Region V (Bicol Region),Camarines Sur,Buhi,0,0,2
Region V (Bicol Region),Camarines Sur,Bula,0,0,1
Region V (Bicol Region),Camarines Sur,Cabusao,0,0,0
Region V (Bicol Region),Camarines Sur,Calabanga,0,2,4
Region V (Bicol Region),Camarines Sur,Camaligan,0,0,1
Region V (Bicol Region),Camarines Sur,Canaman,0,0,2
Region V (Bicol Region),Camarines Sur,Caramoan,0,1,0
Region V (Bicol Region),Camarines Sur,Del Gallego,0,0,0
Region V (Bicol Region),Camarines Sur,Gainza,0,0,0
Region V (Bicol Region),Camarines Sur,Garchitorena,0,0,0
Region V (Bicol Region),Camarines Sur,Goa,0,3,3
Region V (Bicol Region),Camarines Sur,Iriga (City),0,3,22
Region V (Bicol Region),Camarines Sur,Lagonoy,1,0,1
Region V (Bicol Region),Camarines Sur,Libmanan,1,1,1
Region V (Bicol Region),Camarines Sur,Lupi,0,0,0
Region V (Bicol Region),Camarines Sur,Magarao,0,1,0
Region V (Bicol Region),Camarines Sur,Milaor,0,0,2
